,age,boat,embarked,fare,parch,sex,sibsp,survived
207,33.0,96.55,2.0,90.0,0.0,0.0,1.0,1.0
208,37.0,96.55,2.0,90.0,0.0,0.0,1.0,1.0
209,30.0,100.0,1.0,57.75,0.0,1.0,1.0,1.0
210,55.0,2.4,0.0,30.5,0.0,1.0,0.0,0.0
211,47.0,2.4,0.0,42.4,0.0,1.0,0.0,0.0
212,37.0,2.4,1.0,29.7,1.0,1.0,0.0,0.0
213,31.0,100.0,1.0,113.275,0.0,0.0,1.0,1.0
214,23.0,100.0,1.0,113.275,0.0,0.0,1.0,1.0
215,58.0,2.4,1.0,113.275,2.0,1.0,0.0,0.0
216,19.0,100.0,0.0,26.2833,2.0,0.0,0.0,1.0
217,64.0,2.4,0.0,26.0,0.0,1.0,0.0,0.0
218,39.0,100.0,1.0,108.9,0.0,0.0,0.0,1.0
219,32.29729071117561,100.0,1.0,25.7417,0.0,1.0,0.0,1.0
220,22.0,100.0,1.0,61.9792,1.0,0.0,0.0,1.0
221,65.0,2.4,1.0,61.9792,1.0,1.0,0.0,0.0
222,28.5,2.4,1.0,27.7208,0.0,1.0,0.0,0.0
223,32.29729071117561,2.4,0.0,0.0,0.0,1.0,0.0,0.0
224,45.5,2.4,0.0,28.5,0.0,1.0,0.0,0.0
225,23.0,2.4,0.0,93.5,0.0,1.0,0.0,0.0
226,29.0,2.4,0.0,66.6,0.0,1.0,1.0,0.0
227,22.0,100.0,0.0,66.6,0.0,0.0,1.0,1.0
228,18.0,2.4,1.0,108.9,0.0,1.0,1.0,0.0
229,17.0,100.0,1.0,108.9,0.0,0.0,1.0,1.0
230,30.0,100.0,0.0,93.5,0.0,0.0,0.0,1.0
231,52.0,100.0,0.0,30.5,0.0,1.0,0.0,1.0
232,47.0,2.4,0.0,52.0,0.0,1.0,0.0,0.0
233,56.0,100.0,1.0,83.1583,1.0,0.0,0.0,1.0
234,38.0,2.4,0.0,0.0,0.0,1.0,0.0,0.0
235,32.29729071117561,60.0,0.0,39.6,0.0,1.0,0.0,1.0
236,22.0,2.4,1.0,135.6333,0.0,1.0,0.0,0.0
237,32.29729071117561,2.4,1.0,227.525,0.0,1.0,0.0,0.0
238,43.0,100.0,0.0,211.3375,1.0,0.0,0.0,1.0
239,31.0,2.4,0.0,50.4958,0.0,1.0,0.0,0.0
240,45.0,100.0,0.0,26.55,0.0,1.0,0.0,1.0
241,32.29729071117561,2.4,0.0,50.0,0.0,1.0,0.0,0.0
242,33.0,100.0,1.0,27.7208,0.0,0.0,0.0,1.0
243,46.0,2.4,1.0,79.2,0.0,1.0,0.0,0.0
244,36.0,2.4,1.0,40.125,0.0,1.0,0.0,0.0
245,33.0,100.0,0.0,86.5,0.0,0.0,0.0,1.0
246,55.0,2.4,1.0,59.4,0.0,1.0,1.0,0.0
247,54.0,100.0,1.0,59.4,0.0,0.0,1.0,1.0
248,33.0,2.4,0.0,26.55,0.0,1.0,0.0,0.0
249,13.0,100.0,1.0,262.375,2.0,1.0,2.0,1.0
250,18.0,100.0,1.0,262.375,2.0,0.0,2.0,1.0
251,21.0,100.0,1.0,262.375,2.0,0.0,2.0,1.0
252,61.0,2.4,1.0,262.375,3.0,1.0,1.0,0.0
253,48.0,100.0,1.0,262.375,3.0,0.0,1.0,1.0
254,32.29729071117561,100.0,0.0,30.5,0.0,1.0,0.0,1.0
255,24.0,100.0,1.0,69.3,0.0,0.0,0.0,1.0
256,32.29729071117561,100.0,0.0,26.0,0.0,1.0,0.0,1.0
257,35.0,100.0,1.0,57.75,0.0,0.0,1.0,1.0
258,30.0,100.0,1.0,31.0,0.0,0.0,0.0,1.0
259,34.0,100.0,0.0,26.55,0.0,1.0,0.0,1.0
260,40.0,100.0,0.0,153.4625,0.0,0.0,0.0,1.0
261,35.0,100.0,0.0,26.2875,0.0,1.0,0.0,1.0
262,50.0,2.4,0.0,55.9,0.0,1.0,1.0,0.0
263,39.0,100.0,0.0,55.9,0.0,0.0,1.0,1.0
264,56.0,100.0,1.0,35.5,0.0,1.0,0.0,1.0
265,28.0,100.0,0.0,35.5,0.0,1.0,0.0,1.0
266,56.0,2.4,0.0,26.55,0.0,1.0,0.0,0.0
267,56.0,2.4,1.0,30.6958,0.0,1.0,0.0,0.0
268,24.0,2.4,0.0,60.0,0.0,1.0,1.0,0.0
269,32.29729071117561,2.4,0.0,26.0,0.0,1.0,0.0,0.0
270,18.0,100.0,0.0,60.0,0.0,0.0,1.0,1.0
271,24.0,100.0,0.0,82.2667,0.0,1.0,1.0,1.0
272,23.0,100.0,0.0,82.2667,0.0,0.0,1.0,1.0
273,6.0,100.0,1.0,134.5,2.0,1.0,0.0,1.0
274,45.0,100.0,1.0,134.5,1.0,1.0,1.0,1.0
275,40.0,100.0,1.0,134.5,1.0,0.0,1.0,1.0
276,57.0,2.4,1.0,146.5208,0.0,1.0,1.0,0.0
277,32.29729071117561,100.0,1.0,146.5208,0.0,0.0,1.0,1.0
278,32.0,100.0,1.0,30.5,0.0,1.0,0.0,1.0
279,62.0,2.4,0.0,26.55,0.0,1.0,0.0,0.0
280,54.0,100.0,1.0,55.4417,0.0,1.0,1.0,1.0
281,43.0,100.0,1.0,55.4417,0.0,0.0,1.0,1.0
282,52.0,100.0,1.0,78.2667,0.0,0.0,1.0,1.0
283,32.29729071117561,2.4,1.0,27.7208,0.0,1.0,0.0,0.0
284,62.0,100.0,0.34759358288770054,80.0,0.0,0.0,0.0,1.0
285,67.0,2.4,0.0,221.7792,0.0,1.0,1.0,0.0
286,63.0,2.4,0.0,221.7792,0.0,0.0,1.0,0.0
287,61.0,2.4,0.0,32.3208,0.0,1.0,0.0,0.0
288,48.0,100.0,0.0,25.9292,0.0,0.0,0.0,1.0
289,18.0,100.0,0.0,79.65,2.0,0.0,0.0,1.0
290,52.0,2.4,0.0,79.65,1.0,1.0,1.0,0.0
291,39.0,100.0,0.0,79.65,1.0,0.0,1.0,1.0
292,48.0,2.4,0.0,52.0,0.0,1.0,1.0,1.0
293,32.29729071117561,2.4,0.0,52.0,0.0,0.0,1.0,1.0
294,49.0,2.4,1.0,110.8833,1.0,1.0,1.0,0.0
295,17.0,83.33,1.0,110.8833,2.0,1.0,0.0,1.0
296,39.0,100.0,1.0,110.8833,1.0,0.0,1.0,1.0
297,32.29729071117561,93.75,1.0,79.2,0.0,0.0,0.0,1.0
298,31.0,100.0,1.0,28.5375,0.0,1.0,0.0,1.0
299,40.0,2.4,1.0,27.7208,0.0,1.0,0.0,0.0
300,61.0,2.4,0.0,33.5,0.0,1.0,0.0,0.0
301,47.0,2.4,0.0,34.0208,0.0,1.0,0.0,0.0
302,35.0,100.0,1.0,512.3292,0.0,0.0,0.0,1.0
303,64.0,2.4,1.0,75.25,0.0,1.0,1.0,0.0
304,60.0,100.0,1.0,75.25,0.0,0.0,1.0,1.0
305,60.0,2.4,0.0,26.55,0.0,1.0,0.0,0.0
306,54.0,2.4,0.0,77.2875,1.0,1.0,0.0,0.0
307,21.0,2.4,0.0,77.2875,1.0,1.0,0.0,0.0
308,55.0,100.0,1.0,135.6333,0.0,0.0,0.0,1.0
309,31.0,100.0,0.0,164.8667,2.0,0.0,0.0,1.0
310,57.0,2.4,0.0,164.8667,1.0,1.0,1.0,0.0
311,45.0,100.0,0.0,164.8667,1.0,0.0,1.0,1.0
312,50.0,2.4,1.0,211.5,1.0,1.0,1.0,0.0
313,27.0,2.4,1.0,211.5,2.0,1.0,0.0,0.0
314,50.0,100.0,1.0,211.5,1.0,0.0,1.0,1.0
315,21.0,2.4,0.0,26.55,0.0,0.0,0.0,1.0
316,51.0,2.4,1.0,61.3792,1.0,1.0,0.0,0.0
317,21.0,60.0,1.0,61.3792,1.0,1.0,0.0,1.0
318,32.29729071117561,2.4,0.0,35.0,0.0,1.0,0.0,0.0
319,31.0,100.0,1.0,134.5,0.0,0.0,0.0,1.0
320,32.29729071117561,93.75,0.0,35.5,0.0,1.0,0.0,1.0
321,62.0,2.4,0.0,26.55,0.0,1.0,0.0,0.0
322,36.0,100.0,1.0,135.6333,0.0,0.0,0.0,1.0
323,30.0,2.4,1.0,24.0,0.0,1.0,1.0,0.0
324,28.0,100.0,1.0,24.0,0.0,0.0,1.0,1.0
325,30.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
326,18.0,2.4,0.0,11.5,0.0,1.0,0.0,0.0
327,25.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
328,34.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
329,36.0,100.0,0.0,26.0,0.0,0.0,1.0,1.0
330,57.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
331,18.0,2.4,0.0,11.5,0.0,1.0,0.0,0.0
332,23.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
333,36.0,100.0,0.0,13.0,0.0,0.0,0.0,1.0
334,28.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
335,51.0,2.4,0.0,12.525,0.0,1.0,0.0,0.0
336,32.0,100.0,0.0,26.0,0.0,1.0,1.0,1.0
337,19.0,100.0,0.0,26.0,0.0,0.0,1.0,1.0
338,28.0,2.4,0.0,26.0,0.0,1.0,0.0,0.0
339,1.0,100.0,0.0,39.0,1.0,1.0,2.0,1.0
340,4.0,100.0,0.0,39.0,1.0,0.0,2.0,1.0
341,12.0,100.0,0.0,39.0,1.0,0.0,2.0,1.0
342,36.0,100.0,0.0,39.0,3.0,0.0,0.0,1.0
343,34.0,100.0,0.0,13.0,0.0,1.0,0.0,1.0
344,19.0,94.73,0.0,13.0,0.0,0.0,0.0,1.0
345,23.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
346,26.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
347,42.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
348,27.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
349,24.0,100.0,0.0,13.0,0.0,0.0,0.0,1.0
350,15.0,96.55,0.0,39.0,2.0,0.0,0.0,1.0
351,60.0,2.4,0.0,39.0,1.0,1.0,1.0,0.0
352,40.0,96.55,0.0,39.0,1.0,0.0,1.0,1.0
353,20.0,94.73,0.0,26.0,0.0,0.0,1.0,1.0
354,25.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
355,36.0,100.0,0.0,13.0,0.0,0.0,0.0,1.0
356,25.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
357,42.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
358,42.0,2.4,0.0,13.0,0.0,0.0,0.0,1.0
359,0.8333,100.0,0.0,29.0,2.0,1.0,0.0,1.0
360,26.0,100.0,0.0,29.0,1.0,1.0,1.0,1.0
361,22.0,100.0,0.0,29.0,1.0,0.0,1.0,1.0
362,35.0,96.55,0.0,21.0,0.0,0.0,0.0,1.0
363,32.29729071117561,2.4,0.0,0.0,0.0,1.0,0.0,0.0
364,19.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
365,44.0,2.4,0.0,26.0,0.0,0.0,1.0,0.0
366,54.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
367,52.0,2.4,0.0,13.5,0.0,1.0,0.0,0.0
368,37.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
369,29.0,2.4,0.0,26.0,0.0,0.0,1.0,0.0
370,25.0,94.73,0.0,30.0,1.0,0.0,1.0,1.0
371,45.0,94.73,0.0,30.0,2.0,0.0,0.0,1.0
372,29.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
373,28.0,96.55,0.0,26.0,0.0,0.0,1.0,1.0
374,29.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
375,28.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
376,24.0,100.0,0.0,10.5,0.0,1.0,0.0,1.0
377,8.0,96.55,0.0,26.25,2.0,0.0,0.0,1.0
378,31.0,2.4,0.0,26.25,1.0,1.0,1.0,0.0
379,31.0,96.55,0.0,26.25,1.0,0.0,1.0,1.0
380,22.0,96.55,0.0,10.5,0.0,0.0,0.0,1.0
381,30.0,2.4,0.0,13.0,0.0,0.0,0.0,0.0
382,32.29729071117561,2.4,0.0,21.0,0.0,0.0,0.0,0.0
383,21.0,2.4,0.0,11.5,0.0,1.0,0.0,0.0
384,32.29729071117561,2.4,0.0,0.0,0.0,1.0,0.0,0.0
385,8.0,96.55,0.0,36.75,1.0,1.0,1.0,1.0
386,18.0,2.4,0.0,73.5,0.0,1.0,0.0,0.0
387,48.0,96.55,0.0,36.75,2.0,0.0,0.0,1.0
388,28.0,100.0,0.0,13.0,0.0,0.0,0.0,1.0
389,32.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
390,17.0,2.4,0.0,73.5,0.0,1.0,0.0,0.0
391,29.0,2.4,1.0,27.7208,0.0,1.0,1.0,0.0
392,24.0,94.73,1.0,27.7208,0.0,0.0,1.0,1.0
393,25.0,2.4,0.0,31.5,0.0,1.0,0.0,0.0
394,18.0,2.4,0.0,73.5,0.0,1.0,0.0,0.0
395,18.0,2.4,0.0,23.0,1.0,0.0,0.0,1.0
396,34.0,2.4,0.0,23.0,1.0,0.0,0.0,1.0
397,54.0,2.4,0.0,26.0,0.0,1.0,0.0,0.0
398,8.0,100.0,0.0,32.5,2.0,1.0,0.0,1.0
399,42.0,2.4,0.0,32.5,1.0,1.0,1.0,0.0
400,34.0,100.0,0.0,32.5,1.0,0.0,1.0,1.0
